lmbd_ratio,limit_time,el0ps_lmbd,el0ps_time,gurobi_lmbd,gurobi_time,mosek_lmbd,mosek_time,oa_lmbd,oa_time
1.0,3600.0,19.27073130278327,0.1180853340000001,19.27073130278327,1.6159110069274902,19.27073130278327,27.0672197760141,19.27073130278327,0.31313252449035645
0.7943282347242815,3600.0,15.307285977585787,1.9975621810000002,15.307285977585787,34.4375319480896,15.307285977585787,118.24786206899444,15.307285977585787,18.3103609085083
0.6309573444801932,3600.0,12.159009448995466,1.4568890430000003,12.159009448995466,55.77127504348755,12.159009448995466,85.87918698499561,12.159009448995466,20.046729803085327
0.5011872336272722,3600.0,9.658244511616425,1.6555108459999994,9.658244511616425,57.26618695259094,9.658244511616425,509.6800348840188,9.658244511616425,823.5061030387878
0.3981071705534972,3600.0,7.6718163134477555,3.769632152999999,7.6718163134477555,143.98417592048645,7.6718163134477555,921.3934250070015,7.6718163134477555,3608.1571173667908
0.31622776601683794,3600.0,6.093940309389902,12.711870861000001,6.093940309389902,292.5009729862213,6.093940309389902,3600.1725085139915,,
0.25118864315095796,3600.0,4.840588848472821,31.391456206,4.840588848472821,475.0224380493164,,,,
0.19952623149688792,3600.0,3.845016395033459,199.30233141,3.845016395033459,3600.5579500198364,,,,
0.15848931924611134,3600.0,3.0542050855528484,3600.000244574,,,,,,
0.12589254117941673,3600.0,,,,,,,,
0.1,3600.0,,,,,,,,
0.07943282347242814,3600.0,,,,,,,,
0.0630957344480193,3600.0,,,,,,,,
0.05011872336272722,3600.0,,,,,,,,
0.03981071705534971,3600.0,,,,,,,,
0.03162277660168379,3600.0,,,,,,,,
0.025118864315095794,3600.0,,,,,,,,
0.01995262314968879,3600.0,,,,,,,,
0.015848931924611134,3600.0,,,,,,,,
0.012589254117941668,3600.0,,,,,,,,
0.01,3600.0,,,,,,,,
