lmbd_ratio,limit_time,el0ps_lmbd,el0ps_time,gurobi_lmbd,gurobi_time,mosek_lmbd,mosek_time,oa_lmbd,oa_time
1.0,3600.0,2.8346074905266336,0.24089955399999996,2.8346074905266336,125.913733959198,2.8346074905266336,49.9667850889964,2.8346074905266336,3612.8515417575836
0.7943282347242815,3600.0,2.2516087640862463,5.542800337,2.2516087640862463,3603.893601179123,2.2516087640862463,1245.6966344050015,,
0.6309573444801932,3600.0,1.7885164148663493,10.464203785,,,1.7885164148663493,3600.3335390999855,,
0.5011872336272722,3600.0,1.4206690865961877,18.191812679999998,,,,,,
0.3981071705534972,3600.0,1.1284775676833072,22.608250954,,,,,,
0.31622776601683794,3600.0,0.8963815942638325,13.654565395000006,,,,,,
0.25118864315095796,3600.0,0.7120212094109271,28.962116027999997,,,,,,
0.19952623149688792,3600.0,0.5655785503576296,21.78715226,,,,,,
0.15848931924611134,3600.0,0.4492550115034942,452.12718062,,,,,,
0.12589254117941673,3600.0,0.35685594022860734,26.498656224,,,,,,
0.1,3600.0,0.2834607490526634,21.668344488999992,,,,,,
0.07943282347242814,3600.0,0.22516087640862462,25.757999617999985,,,,,,
0.0630957344480193,3600.0,0.17885164148663488,30.909700756000007,,,,,,
0.05011872336272722,3600.0,0.14206690865961877,25.13022610600001,,,,,,
0.03981071705534971,3600.0,0.1128477567683307,29.33105405899994,,,,,,
0.03162277660168379,3600.0,0.08963815942638324,27.884120983000003,,,,,,
0.025118864315095794,3600.0,0.0712021209410927,49.27174928900001,,,,,,
0.01995262314968879,3600.0,0.05655785503576295,93.56567879500005,,,,,,
0.015848931924611134,3600.0,0.04492550115034942,147.87177124100003,,,,,,
0.012589254117941668,3600.0,0.03568559402286072,406.8061467119999,,,,,,
0.01,3600.0,0.028346074905266336,143.8968747639999,,,,,,
